	model	pairid	expected	unexpected	diff	acc
66	openai-community/gpt2	66	15.459270477294922	9.374608993530273	6.084661483764648	False
67	openai-community/gpt2	67	1.7582021951675415	0.0393193662166595	1.718882828950882	False
68	openai-community/gpt2	68	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
69	openai-community/gpt2	69	4.006712913513184	4.26371431350708	-0.2570013999938965	True
70	openai-community/gpt2	70	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
71	openai-community/gpt2	71	4.704710006713867	5.136828899383545	-0.43211889266967773	True
72	openai-community/gpt2	72	5.948192596435547	1.2409117221832275	4.707280874252319	False
73	openai-community/gpt2	73	5.628284931182861	2.9456846714019775	2.682600259780884	False
74	openai-community/gpt2	74	12.592690467834473	9.957180500030518	2.635509967803955	False
75	openai-community/gpt2	75	15.459270477294922	9.374608993530273	6.084661483764648	False
76	openai-community/gpt2	76	1.7582021951675415	0.0393193662166595	1.718882828950882	False
77	openai-community/gpt2	77	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
78	openai-community/gpt2	78	4.006712913513184	4.26371431350708	-0.2570013999938965	True
79	openai-community/gpt2	79	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
80	openai-community/gpt2	80	4.704710006713867	5.136828899383545	-0.43211889266967773	True
81	openai-community/gpt2	81	5.948192596435547	1.2409117221832275	4.707280874252319	False
82	openai-community/gpt2	82	5.628284931182861	2.9456846714019775	2.682600259780884	False
83	openai-community/gpt2	83	12.592690467834473	9.957180500030518	2.635509967803955	False
84	openai-community/gpt2	84	15.459270477294922	9.374608993530273	6.084661483764648	False
85	openai-community/gpt2	85	1.7582021951675415	0.0393193662166595	1.718882828950882	False
86	openai-community/gpt2	86	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
87	openai-community/gpt2	87	4.006712913513184	4.26371431350708	-0.2570013999938965	True
88	openai-community/gpt2	88	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
89	openai-community/gpt2	89	4.704710006713867	5.136828899383545	-0.43211889266967773	True
90	openai-community/gpt2	90	5.948192596435547	1.2409117221832275	4.707280874252319	False
91	openai-community/gpt2	91	5.628284931182861	2.9456846714019775	2.682600259780884	False
92	openai-community/gpt2	92	12.592690467834473	9.957180500030518	2.635509967803955	False
93	openai-community/gpt2	93	15.459270477294922	9.374608993530273	6.084661483764648	False
94	openai-community/gpt2	94	1.7582021951675415	0.0393193662166595	1.718882828950882	False
95	openai-community/gpt2	95	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
96	openai-community/gpt2	96	4.006712913513184	4.26371431350708	-0.2570013999938965	True
97	openai-community/gpt2	97	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
98	openai-community/gpt2	98	4.704710006713867	5.136828899383545	-0.43211889266967773	True
99	openai-community/gpt2	99	5.948192596435547	1.2409117221832275	4.707280874252319	False
100	openai-community/gpt2	100	5.628284931182861	2.9456846714019775	2.682600259780884	False
101	openai-community/gpt2	101	12.592690467834473	9.957180500030518	2.635509967803955	False
102	openai-community/gpt2	102	15.459270477294922	9.374608993530273	6.084661483764648	False
103	openai-community/gpt2	103	1.7582021951675415	0.0393193662166595	1.718882828950882	False
104	openai-community/gpt2	104	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
105	openai-community/gpt2	105	4.006712913513184	4.26371431350708	-0.2570013999938965	True
106	openai-community/gpt2	106	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
107	openai-community/gpt2	107	4.704710006713867	5.136828899383545	-0.43211889266967773	True
108	openai-community/gpt2	108	5.948192596435547	1.2409117221832275	4.707280874252319	False
109	openai-community/gpt2	109	5.628284931182861	2.9456846714019775	2.682600259780884	False
110	openai-community/gpt2	110	12.592690467834473	9.957180500030518	2.635509967803955	False
111	openai-community/gpt2	111	15.459270477294922	9.374608993530273	6.084661483764648	False
112	openai-community/gpt2	112	1.7582021951675415	0.0393193662166595	1.718882828950882	False
113	openai-community/gpt2	113	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
114	openai-community/gpt2	114	4.006712913513184	4.26371431350708	-0.2570013999938965	True
115	openai-community/gpt2	115	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
116	openai-community/gpt2	116	4.704710006713867	5.136828899383545	-0.43211889266967773	True
117	openai-community/gpt2	117	5.948192596435547	1.2409117221832275	4.707280874252319	False
118	openai-community/gpt2	118	5.628284931182861	2.9456846714019775	2.682600259780884	False
119	openai-community/gpt2	119	12.592690467834473	9.957180500030518	2.635509967803955	False
120	openai-community/gpt2	120	15.459270477294922	9.374608993530273	6.084661483764648	False
121	openai-community/gpt2	121	1.7582021951675415	0.0393193662166595	1.718882828950882	False
122	openai-community/gpt2	122	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
123	openai-community/gpt2	123	4.006712913513184	4.26371431350708	-0.2570013999938965	True
124	openai-community/gpt2	124	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
125	openai-community/gpt2	125	4.704710006713867	5.136828899383545	-0.43211889266967773	True
126	openai-community/gpt2	126	5.948192596435547	1.2409117221832275	4.707280874252319	False
127	openai-community/gpt2	127	5.628284931182861	2.9456846714019775	2.682600259780884	False
128	openai-community/gpt2	128	12.592690467834473	9.957180500030518	2.635509967803955	False
129	openai-community/gpt2	129	15.459270477294922	9.374608993530273	6.084661483764648	False
130	openai-community/gpt2	130	1.7582021951675415	0.0393193662166595	1.718882828950882	False
131	openai-community/gpt2	131	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
132	openai-community/gpt2	132	4.006712913513184	4.26371431350708	-0.2570013999938965	True
133	openai-community/gpt2	133	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
134	openai-community/gpt2	134	4.704710006713867	5.136828899383545	-0.43211889266967773	True
135	openai-community/gpt2	135	5.948192596435547	1.2409117221832275	4.707280874252319	False
136	openai-community/gpt2	136	5.628284931182861	2.9456846714019775	2.682600259780884	False
137	openai-community/gpt2	137	12.592690467834473	9.957180500030518	2.635509967803955	False
138	openai-community/gpt2	138	15.459270477294922	9.374608993530273	6.084661483764648	False
139	openai-community/gpt2	139	1.7582021951675415	0.0393193662166595	1.718882828950882	False
140	openai-community/gpt2	140	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
141	openai-community/gpt2	141	4.006712913513184	4.26371431350708	-0.2570013999938965	True
142	openai-community/gpt2	142	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
143	openai-community/gpt2	143	4.704710006713867	5.136828899383545	-0.43211889266967773	True
144	openai-community/gpt2	144	5.948192596435547	1.2409117221832275	4.707280874252319	False
145	openai-community/gpt2	145	5.628284931182861	2.9456846714019775	2.682600259780884	False
146	openai-community/gpt2	146	12.592690467834473	9.957180500030518	2.635509967803955	False
147	openai-community/gpt2	147	15.459270477294922	9.374608993530273	6.084661483764648	False
148	openai-community/gpt2	148	1.7582021951675415	0.0393193662166595	1.718882828950882	False
149	openai-community/gpt2	149	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
150	openai-community/gpt2	150	4.006712913513184	4.26371431350708	-0.2570013999938965	True
151	openai-community/gpt2	151	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
152	openai-community/gpt2	152	4.704710006713867	5.136828899383545	-0.43211889266967773	True
153	openai-community/gpt2	153	5.948192596435547	1.2409117221832275	4.707280874252319	False
154	openai-community/gpt2	154	5.628284931182861	2.9456846714019775	2.682600259780884	False
155	openai-community/gpt2	155	12.592690467834473	9.957180500030518	2.635509967803955	False
156	openai-community/gpt2	156	15.459270477294922	9.374608993530273	6.084661483764648	False
157	openai-community/gpt2	157	1.7582021951675415	0.0393193662166595	1.718882828950882	False
158	openai-community/gpt2	158	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
159	openai-community/gpt2	159	4.006712913513184	4.26371431350708	-0.2570013999938965	True
160	openai-community/gpt2	160	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
161	openai-community/gpt2	161	4.704710006713867	5.136828899383545	-0.43211889266967773	True
162	openai-community/gpt2	162	5.948192596435547	1.2409117221832275	4.707280874252319	False
163	openai-community/gpt2	163	5.628284931182861	2.9456846714019775	2.682600259780884	False
164	openai-community/gpt2	164	12.592690467834473	9.957180500030518	2.635509967803955	False
165	openai-community/gpt2	165	15.459270477294922	9.374608993530273	6.084661483764648	False
166	openai-community/gpt2	166	1.7582021951675415	0.0393193662166595	1.718882828950882	False
167	openai-community/gpt2	167	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
168	openai-community/gpt2	168	4.006712913513184	4.26371431350708	-0.2570013999938965	True
169	openai-community/gpt2	169	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
170	openai-community/gpt2	170	4.704710006713867	5.136828899383545	-0.43211889266967773	True
171	openai-community/gpt2	171	5.948192596435547	1.2409117221832275	4.707280874252319	False
172	openai-community/gpt2	172	5.628284931182861	2.9456846714019775	2.682600259780884	False
173	openai-community/gpt2	173	12.592690467834473	9.957180500030518	2.635509967803955	False
174	openai-community/gpt2	174	15.459270477294922	9.374608993530273	6.084661483764648	False
175	openai-community/gpt2	175	1.7582021951675415	0.0393193662166595	1.718882828950882	False
176	openai-community/gpt2	176	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
177	openai-community/gpt2	177	4.006712913513184	4.26371431350708	-0.2570013999938965	True
178	openai-community/gpt2	178	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
179	openai-community/gpt2	179	4.704710006713867	5.136828899383545	-0.43211889266967773	True
180	openai-community/gpt2	180	5.948192596435547	1.2409117221832275	4.707280874252319	False
181	openai-community/gpt2	181	5.628284931182861	2.9456846714019775	2.682600259780884	False
182	openai-community/gpt2	182	12.592690467834473	9.957180500030518	2.635509967803955	False
183	openai-community/gpt2	183	15.459270477294922	9.374608993530273	6.084661483764648	False
184	openai-community/gpt2	184	1.7582021951675415	0.0393193662166595	1.718882828950882	False
185	openai-community/gpt2	185	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
186	openai-community/gpt2	186	4.006712913513184	4.26371431350708	-0.2570013999938965	True
187	openai-community/gpt2	187	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
188	openai-community/gpt2	188	4.704710006713867	5.136828899383545	-0.43211889266967773	True
189	openai-community/gpt2	189	5.948192596435547	1.2409117221832275	4.707280874252319	False
190	openai-community/gpt2	190	5.628284931182861	2.9456846714019775	2.682600259780884	False
191	openai-community/gpt2	191	12.592690467834473	9.957180500030518	2.635509967803955	False
192	openai-community/gpt2	192	15.459270477294922	9.374608993530273	6.084661483764648	False
193	openai-community/gpt2	193	1.7582021951675415	0.0393193662166595	1.718882828950882	False
194	openai-community/gpt2	194	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
195	openai-community/gpt2	195	4.006712913513184	4.26371431350708	-0.2570013999938965	True
196	openai-community/gpt2	196	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
197	openai-community/gpt2	197	4.704710006713867	5.136828899383545	-0.43211889266967773	True
198	openai-community/gpt2	198	5.948192596435547	1.2409117221832275	4.707280874252319	False
199	openai-community/gpt2	199	5.628284931182861	2.9456846714019775	2.682600259780884	False
200	openai-community/gpt2	200	12.592690467834473	9.957180500030518	2.635509967803955	False
201	openai-community/gpt2	201	15.459270477294922	9.374608993530273	6.084661483764648	False
202	openai-community/gpt2	202	1.7582021951675415	0.0393193662166595	1.718882828950882	False
203	openai-community/gpt2	203	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
204	openai-community/gpt2	204	4.006712913513184	4.26371431350708	-0.2570013999938965	True
205	openai-community/gpt2	205	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
206	openai-community/gpt2	206	4.704710006713867	5.136828899383545	-0.43211889266967773	True
207	openai-community/gpt2	207	5.948192596435547	1.2409117221832275	4.707280874252319	False
208	openai-community/gpt2	208	5.628284931182861	2.9456846714019775	2.682600259780884	False
209	openai-community/gpt2	209	12.592690467834473	9.957180500030518	2.635509967803955	False
210	openai-community/gpt2	210	15.459270477294922	9.374608993530273	6.084661483764648	False
211	openai-community/gpt2	211	1.7582021951675415	0.0393193662166595	1.718882828950882	False
212	openai-community/gpt2	212	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
213	openai-community/gpt2	213	4.006712913513184	4.26371431350708	-0.2570013999938965	True
214	openai-community/gpt2	214	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
215	openai-community/gpt2	215	4.704710006713867	5.136828899383545	-0.43211889266967773	True
216	openai-community/gpt2	216	5.948192596435547	1.2409117221832275	4.707280874252319	False
217	openai-community/gpt2	217	5.628284931182861	2.9456846714019775	2.682600259780884	False
218	openai-community/gpt2	218	12.592690467834473	9.957180500030518	2.635509967803955	False
219	openai-community/gpt2	219	15.459270477294922	9.374608993530273	6.084661483764648	False
220	openai-community/gpt2	220	1.7582021951675415	0.0393193662166595	1.718882828950882	False
221	openai-community/gpt2	221	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
222	openai-community/gpt2	222	4.006712913513184	4.26371431350708	-0.2570013999938965	True
223	openai-community/gpt2	223	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
224	openai-community/gpt2	224	4.704710006713867	5.136828899383545	-0.43211889266967773	True
225	openai-community/gpt2	225	5.948192596435547	1.2409117221832275	4.707280874252319	False
226	openai-community/gpt2	226	5.628284931182861	2.9456846714019775	2.682600259780884	False
227	openai-community/gpt2	227	12.592690467834473	9.957180500030518	2.635509967803955	False
228	openai-community/gpt2	228	15.459270477294922	9.374608993530273	6.084661483764648	False
229	openai-community/gpt2	229	1.7582021951675415	0.0393193662166595	1.718882828950882	False
230	openai-community/gpt2	230	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
231	openai-community/gpt2	231	4.006712913513184	4.26371431350708	-0.2570013999938965	True
232	openai-community/gpt2	232	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
233	openai-community/gpt2	233	4.704710006713867	5.136828899383545	-0.43211889266967773	True
234	openai-community/gpt2	234	5.948192596435547	1.2409117221832275	4.707280874252319	False
235	openai-community/gpt2	235	5.628284931182861	2.9456846714019775	2.682600259780884	False
236	openai-community/gpt2	236	12.592690467834473	9.957180500030518	2.635509967803955	False
237	openai-community/gpt2	237	15.459270477294922	9.374608993530273	6.084661483764648	False
238	openai-community/gpt2	238	1.7582021951675415	0.0393193662166595	1.718882828950882	False
239	openai-community/gpt2	239	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
240	openai-community/gpt2	240	4.006712913513184	4.26371431350708	-0.2570013999938965	True
241	openai-community/gpt2	241	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
242	openai-community/gpt2	242	4.704710006713867	5.136828899383545	-0.43211889266967773	True
243	openai-community/gpt2	243	5.948192596435547	1.2409117221832275	4.707280874252319	False
244	openai-community/gpt2	244	5.628284931182861	2.9456846714019775	2.682600259780884	False
245	openai-community/gpt2	245	12.592690467834473	9.957180500030518	2.635509967803955	False
246	openai-community/gpt2	246	15.459270477294922	9.374608993530273	6.084661483764648	False
247	openai-community/gpt2	247	1.7582021951675415	0.0393193662166595	1.718882828950882	False
248	openai-community/gpt2	248	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
249	openai-community/gpt2	249	4.006712913513184	4.26371431350708	-0.2570013999938965	True
250	openai-community/gpt2	250	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
251	openai-community/gpt2	251	4.704710006713867	5.136828899383545	-0.43211889266967773	True
252	openai-community/gpt2	252	5.948192596435547	1.2409117221832275	4.707280874252319	False
253	openai-community/gpt2	253	5.628284931182861	2.9456846714019775	2.682600259780884	False
254	openai-community/gpt2	254	12.592690467834473	9.957180500030518	2.635509967803955	False
255	openai-community/gpt2	255	15.459270477294922	9.374608993530273	6.084661483764648	False
256	openai-community/gpt2	256	1.7582021951675415	0.0393193662166595	1.718882828950882	False
257	openai-community/gpt2	257	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
258	openai-community/gpt2	258	4.006712913513184	4.26371431350708	-0.2570013999938965	True
259	openai-community/gpt2	259	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
260	openai-community/gpt2	260	4.704710006713867	5.136828899383545	-0.43211889266967773	True
261	openai-community/gpt2	261	5.948192596435547	1.2409117221832275	4.707280874252319	False
262	openai-community/gpt2	262	5.628284931182861	2.9456846714019775	2.682600259780884	False
263	openai-community/gpt2	263	12.592690467834473	9.957180500030518	2.635509967803955	False
264	openai-community/gpt2	264	15.459270477294922	9.374608993530273	6.084661483764648	False
265	openai-community/gpt2	265	1.7582021951675415	0.0393193662166595	1.718882828950882	False
266	openai-community/gpt2	266	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
267	openai-community/gpt2	267	4.006712913513184	4.26371431350708	-0.2570013999938965	True
268	openai-community/gpt2	268	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
269	openai-community/gpt2	269	4.704710006713867	5.136828899383545	-0.43211889266967773	True
270	openai-community/gpt2	270	5.948192596435547	1.2409117221832275	4.707280874252319	False
271	openai-community/gpt2	271	5.628284931182861	2.9456846714019775	2.682600259780884	False
272	openai-community/gpt2	272	12.592690467834473	9.957180500030518	2.635509967803955	False
273	openai-community/gpt2	273	15.459270477294922	9.374608993530273	6.084661483764648	False
274	openai-community/gpt2	274	1.7582021951675415	0.0393193662166595	1.718882828950882	False
275	openai-community/gpt2	275	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
276	openai-community/gpt2	276	4.006712913513184	4.26371431350708	-0.2570013999938965	True
277	openai-community/gpt2	277	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
278	openai-community/gpt2	278	4.704710006713867	5.136828899383545	-0.43211889266967773	True
279	openai-community/gpt2	279	5.948192596435547	1.2409117221832275	4.707280874252319	False
280	openai-community/gpt2	280	5.628284931182861	2.9456846714019775	2.682600259780884	False
281	openai-community/gpt2	281	12.592690467834473	9.957180500030518	2.635509967803955	False
282	openai-community/gpt2	282	15.459270477294922	9.374608993530273	6.084661483764648	False
283	openai-community/gpt2	283	1.7582021951675415	0.0393193662166595	1.718882828950882	False
284	openai-community/gpt2	284	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
285	openai-community/gpt2	285	4.006712913513184	4.26371431350708	-0.2570013999938965	True
286	openai-community/gpt2	286	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
287	openai-community/gpt2	287	4.704710006713867	5.136828899383545	-0.43211889266967773	True
288	openai-community/gpt2	288	5.948192596435547	1.2409117221832275	4.707280874252319	False
289	openai-community/gpt2	289	5.628284931182861	2.9456846714019775	2.682600259780884	False
290	openai-community/gpt2	290	12.592690467834473	9.957180500030518	2.635509967803955	False
291	openai-community/gpt2	291	15.459270477294922	9.374608993530273	6.084661483764648	False
292	openai-community/gpt2	292	1.7582021951675415	0.0393193662166595	1.718882828950882	False
293	openai-community/gpt2	293	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
294	openai-community/gpt2	294	4.006712913513184	4.26371431350708	-0.2570013999938965	True
295	openai-community/gpt2	295	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
296	openai-community/gpt2	296	4.704710006713867	5.136828899383545	-0.43211889266967773	True
297	openai-community/gpt2	297	5.948192596435547	1.2409117221832275	4.707280874252319	False
298	openai-community/gpt2	298	5.628284931182861	2.9456846714019775	2.682600259780884	False
299	openai-community/gpt2	299	12.592690467834473	9.957180500030518	2.635509967803955	False
300	openai-community/gpt2	300	15.459270477294922	9.374608993530273	6.084661483764648	False
301	openai-community/gpt2	301	1.7582021951675415	0.0393193662166595	1.718882828950882	False
302	openai-community/gpt2	302	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
303	openai-community/gpt2	303	4.006712913513184	4.26371431350708	-0.2570013999938965	True
304	openai-community/gpt2	304	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
305	openai-community/gpt2	305	4.704710006713867	5.136828899383545	-0.43211889266967773	True
306	openai-community/gpt2	306	5.948192596435547	1.2409117221832275	4.707280874252319	False
307	openai-community/gpt2	307	5.628284931182861	2.9456846714019775	2.682600259780884	False
308	openai-community/gpt2	308	12.592690467834473	9.957180500030518	2.635509967803955	False
309	openai-community/gpt2	309	15.459270477294922	9.374608993530273	6.084661483764648	False
310	openai-community/gpt2	310	1.7582021951675415	0.0393193662166595	1.718882828950882	False
311	openai-community/gpt2	311	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
312	openai-community/gpt2	312	4.006712913513184	4.26371431350708	-0.2570013999938965	True
313	openai-community/gpt2	313	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
314	openai-community/gpt2	314	4.704710006713867	5.136828899383545	-0.43211889266967773	True
315	openai-community/gpt2	315	5.948192596435547	1.2409117221832275	4.707280874252319	False
316	openai-community/gpt2	316	5.628284931182861	2.9456846714019775	2.682600259780884	False
317	openai-community/gpt2	317	12.592690467834473	9.957180500030518	2.635509967803955	False
318	openai-community/gpt2	318	15.459270477294922	9.374608993530273	6.084661483764648	False
319	openai-community/gpt2	319	1.7582021951675415	0.0393193662166595	1.718882828950882	False
320	openai-community/gpt2	320	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
321	openai-community/gpt2	321	4.006712913513184	4.26371431350708	-0.2570013999938965	True
322	openai-community/gpt2	322	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
323	openai-community/gpt2	323	4.704710006713867	5.136828899383545	-0.43211889266967773	True
324	openai-community/gpt2	324	5.948192596435547	1.2409117221832275	4.707280874252319	False
325	openai-community/gpt2	325	5.628284931182861	2.9456846714019775	2.682600259780884	False
326	openai-community/gpt2	326	12.592690467834473	9.957180500030518	2.635509967803955	False
327	openai-community/gpt2	327	15.459270477294922	9.374608993530273	6.084661483764648	False
328	openai-community/gpt2	328	1.7582021951675415	0.0393193662166595	1.718882828950882	False
329	openai-community/gpt2	329	1.7792246341705322	0.0594002492725849	1.7198243848979473	False
330	openai-community/gpt2	330	4.006712913513184	4.26371431350708	-0.2570013999938965	True
331	openai-community/gpt2	331	4.5037312507629395	4.619834899902344	-0.1161036491394043	True
332	openai-community/gpt2	332	4.704710006713867	5.136828899383545	-0.43211889266967773	True
333	openai-community/gpt2	333	5.948192596435547	1.2409117221832275	4.707280874252319	False
334	openai-community/gpt2	334	5.628284931182861	2.9456846714019775	2.682600259780884	False
